,archetype_category,IECC_climate_code,TYPEHUQ,cluster_count,best_prediction_accuracy,bic
17,systems,2A,5,19,0.3058823529411765,29049.444438666163
18,systems,2A,5,20,0.24705882352941172,31806.36560246107
0,energy_loads,2A,5,2,0.8647058823529413,839.6228506651545
1,energy_loads,2A,5,3,0.8294117647058823,-60.43999397319624
2,energy_loads,2A,5,4,0.776470588235294,-33.35537767404702
3,energy_loads,2A,5,5,0.7647058823529412,-54.2744234842728
4,energy_loads,2A,5,6,0.7470588235294118,31.552075139095223
5,energy_loads,2A,5,7,0.7705882352941176,98.21780716090075
6,energy_loads,2A,5,8,0.6647058823529413,170.97496984676877
7,energy_loads,2A,5,9,0.6764705882352942,237.83912716154305
8,energy_loads,2A,5,10,0.47058823529411764,136.57718584350482
9,energy_loads,2A,5,11,0.4529411764705883,190.42968544343535
10,energy_loads,2A,5,12,0.5058823529411764,170.90962644961587
11,energy_loads,2A,5,13,0.5058823529411764,239.40238483860867
12,energy_loads,2A,5,14,0.4352941176470588,265.7745377588517
13,energy_loads,2A,5,15,0.38823529411764707,250.98238403846972
14,energy_loads,2A,5,16,0.3882352941176471,396.97709555246274
15,energy_loads,2A,5,17,0.3764705882352941,417.98120648051827
16,energy_loads,2A,5,18,0.34705882352941175,508.6429101820113
17,energy_loads,2A,5,19,0.3764705882352941,619.5251949381918
18,energy_loads,2A,5,20,0.27647058823529413,747.1463712959348
0,construction,2A,6,2,0.8889704843948595,-26194.213440166175
1,construction,2A,6,3,0.7409358376877089,-79384.5074851
2,construction,2A,6,4,0.7279056630419432,-58875.48512378382
3,construction,2A,6,5,0.8581320905710118,-78932.54869996765
4,construction,2A,6,6,0.8485359883255661,-73359.22165115147
5,construction,2A,6,7,0.8286494374617522,-78333.66803983529
6,construction,2A,6,8,0.8423598361813303,-75028.26286601913
7,construction,2A,6,9,0.8588170220778609,-65786.47487970295
8,construction,2A,6,10,0.7279150779080167,-77586.67126838677
9,construction,2A,6,11,0.7361366097067269,-20726.1645320706
10,construction,2A,6,12,0.5325660217483407,-28903.70467075442
11,construction,2A,6,13,0.5613472673351222,-27508.43230943825
12,construction,2A,6,14,0.5257025843807371,-25868.839635622076
13,construction,2A,6,15,0.4441392458692275,-18148.059461805897
14,construction,2A,6,16,0.5188462081626889,-22887.927725489717
15,construction,2A,6,17,0.45579485006825776,-15591.053801673552
16,construction,2A,6,18,0.4098738407946147,-10543.336127857372
17,construction,2A,6,19,0.38105964317657576,-4584.188766541192
18,construction,2A,6,20,0.4448288848091136,-10096.728905225027
0,systems,2A,6,2,0.956122016664313,-100192.0294154734
1,systems,2A,6,3,0.7244668832085864,-111836.67480743585
2,systems,2A,6,4,0.7978016287718307,-129609.0233243983
3,systems,2A,6,5,0.7141811420232547,-128311.99684136073
4,systems,2A,6,6,0.7374876429882785,-138462.7828583232
5,systems,2A,6,7,0.8183660499929388,-127670.00637528562
6,systems,2A,6,8,0.6936355505342936,-136742.16739224805
7,systems,2A,6,9,0.5880901944169844,-141052.18778421052
8,systems,2A,6,10,0.4845831568045944,-141495.22380117295
9,systems,2A,6,11,0.4825071788353811,-136283.0566931354
10,systems,2A,6,12,0.4825213011344913,-128789.31146009783
11,systems,2A,6,13,0.507211787412324,-126284.30060206028
12,systems,2A,6,14,0.5010168055359413,-126258.50849402272
13,systems,2A,6,15,0.42149649296238756,-122583.48201098516
14,systems,2A,6,16,0.4318010638798663,-119472.0180279476
15,systems,2A,6,17,0.4201619356964647,-122292.21029491005
16,systems,2A,6,18,0.44758273313562114,-120629.93381187248
17,systems,2A,6,19,0.3982370663277315,-111960.78232883493
18,systems,2A,6,20,0.3961822718071836,-104937.03709579736
0,energy_loads,2A,6,2,0.8115073200583721,5393.215534114434
1,energy_loads,2A,6,3,0.7697006072588618,2671.7194724146625
2,energy_loads,2A,6,4,0.741606646895448,1470.5126563203598
3,energy_loads,2A,6,5,0.7326884150072965,1869.4810111244947
4,energy_loads,2A,6,6,0.7176034458409829,1186.867945030192
5,energy_loads,2A,6,7,0.6586593230711293,50.34466165073286
6,energy_loads,2A,6,8,0.6305653627077155,-15.420504052944807
7,energy_loads,2A,6,9,0.6422115520406723,684.178527020721
8,energy_loads,2A,6,10,0.5990514522430919,-123.77017139780037
9,energy_loads,2A,6,11,0.5510685872993457,29.507082332115715
10,energy_loads,2A,6,12,0.6442734077107752,683.9066505151566
11,energy_loads,2A,6,13,0.5757425975615498,-457.49846880180235
12,energy_loads,2A,6,14,0.5634091230052253,-162.508690657824
13,energy_loads,2A,6,15,0.5695664454173139,-36.68859024822041
14,energy_loads,2A,6,16,0.5284634938567999,-98.28059921361682
15,energy_loads,2A,6,17,0.538057242385727,833.6720695553618
16,energy_loads,2A,6,18,0.6477074801110955,1125.346173871215
17,energy_loads,2A,6,19,0.6456409170079556,1180.6714012339435
18,energy_loads,2A,6,20,0.40437085157463637,-476.83833234082795
