,archetype_category,IECC_climate_code,TYPEHUQ,cluster_count,best_prediction_accuracy,bic
6,construction,2B,3,8,0.3,5826.239425723928
7,construction,2B,3,9,0.2,6935.422968753997
8,construction,2B,3,10,0.15,8234.996648502814
9,construction,2B,3,11,0.225,9533.524429814133
10,construction,2B,3,12,0.2,10705.52584393795
11,construction,2B,3,13,0.225,12092.785558843017
12,construction,2B,3,14,0.125,13251.146347966838
13,construction,2B,3,15,0.2,14511.845515996905
14,construction,2B,3,16,0.15,15770.432379339472
15,construction,2B,3,17,0.175,17146.67060986954
16,construction,2B,3,18,0.175,18466.868801337107
17,construction,2B,3,19,0.175,19842.357520148427
0,systems,2B,3,2,0.95,-411.15406878460317
1,systems,2B,3,3,0.725,205.40691565171437
2,systems,2B,3,4,0.725,1413.1912887599074
3,systems,2B,3,5,0.675,2548.8543239774754
4,systems,2B,3,6,0.675,3524.3362068512943
5,systems,2B,3,7,0.55,4748.428929568861
6,systems,2B,3,8,0.4,5619.239425723928
7,systems,2B,3,9,0.3,6728.624628910247
8,systems,2B,3,10,0.25,7966.204168034064
9,systems,2B,3,11,0.25,9162.529312626633
10,systems,2B,3,12,0.275,10453.2304337817
11,systems,2B,3,13,0.275,11753.919347905517
12,systems,2B,3,14,0.25,13027.936387029338
13,systems,2B,3,15,0.225,14292.670711309405
14,systems,2B,3,16,0.175,15618.307379339472
15,systems,2B,3,17,0.2,16994.90400830704
16,systems,2B,3,18,0.2,18294.494777899607
17,systems,2B,3,19,0.0,19624.039649054677
0,energy_loads,2B,3,2,0.975,438.914620362812
1,energy_loads,2B,3,3,0.95,365.33845584256403
2,energy_loads,2B,3,4,0.925,316.793920884694
3,energy_loads,2B,3,5,0.825,284.10820016632596
4,energy_loads,2B,3,6,0.625,299.17523938142955
5,energy_loads,2B,3,7,0.6,200.00401260532215
6,energy_loads,2B,3,8,0.425,188.57625506749605
7,energy_loads,2B,3,9,0.4,219.7718190628732
8,energy_loads,2B,3,10,0.25,297.4342714859846
9,energy_loads,2B,3,11,0.175,342.0841201493304
10,energy_loads,2B,3,12,0.2,355.526418763848
11,energy_loads,2B,3,13,0.175,321.0125406205532
12,energy_loads,2B,3,14,0.125,344.3560843522582
13,energy_loads,2B,3,15,0.1,398.93540689255724
14,energy_loads,2B,3,16,0.2,422.37141888598126
15,energy_loads,2B,3,17,0.2,487.0582243364363
16,energy_loads,2B,3,18,0.2,535.3403667009541
17,energy_loads,2B,3,19,0.175,586.0322991045341
0,construction,2B,4,2,0.95,642.5910068163364
1,construction,2B,4,3,0.8833333333333334,859.5138476764448
2,construction,2B,4,4,0.8166666666666667,1063.2910891713188
3,construction,2B,4,5,0.55,934.8737505880677
4,construction,2B,4,6,0.5833333333333333,1260.0268465751292
5,construction,2B,4,7,0.5166666666666667,1666.3770861168782
0,systems,2B,4,2,0.8166666666666667,516.3998222050973
1,systems,2B,4,3,0.7499999999999999,1347.6721238601722
2,systems,2B,4,4,0.6833333333333332,2196.630338601184
3,systems,2B,4,5,0.6333333333333332,2825.192801389072
4,systems,2B,4,6,0.4833333333333333,3767.732314958209
5,systems,2B,4,7,0.45,4708.868996496096
0,energy_loads,2B,4,2,0.9333333333333333,168.58593909498532
1,energy_loads,2B,4,3,0.6333333333333332,119.09053373785082
2,energy_loads,2B,4,4,0.4499999999999999,78.86638005918309
3,energy_loads,2B,4,5,0.5,116.74973980824973
4,energy_loads,2B,4,6,0.5,155.58387470380075
5,energy_loads,2B,4,7,0.5,177.47068293919557
0,construction,2B,5,2,0.8933333333333333,1223.3093726220195
1,construction,2B,5,3,0.8533333333333333,1032.2917511420876
2,construction,2B,5,4,0.7888888888888889,632.563253197312
3,construction,2B,5,5,0.7422222222222221,633.7761004673798
4,construction,2B,5,6,0.7,1099.3225659015102
5,construction,2B,5,7,0.49333333333333335,1283.3714727418906
6,construction,2B,5,8,0.6177777777777778,1895.5076598557089
7,construction,2B,5,9,0.4866666666666667,2005.3413567351517
8,construction,2B,5,10,0.42444444444444446,2364.7482958020946
9,construction,2B,5,11,0.37777777777777777,2849.6730571346625
10,construction,2B,5,12,0.37777777777777777,3333.8131504984804
11,construction,2B,5,13,0.36,3723.277462612298
12,construction,2B,5,14,0.36,3790.065505194866
13,construction,2B,5,15,0.42666666666666664,4277.929231371184
14,construction,2B,5,16,0.36222222222222217,4732.272693875628
15,construction,2B,5,17,0.3244444444444444,5205.503119270696
16,construction,2B,5,18,0.33999999999999997,5562.1187985720135
17,construction,2B,5,19,0.25555555555555554,6067.670024748331
18,construction,2B,5,20,0.2755555555555555,6541.345518502774
0,systems,2B,5,2,0.7866666666666666,1031.2335779821678
1,systems,2B,5,3,0.7022222222222221,2097.2803235866068
2,systems,2B,5,4,0.8511111111111112,2891.9027527847957
3,systems,2B,5,5,0.6177777777777778,4695.662877295485
4,systems,2B,5,6,0.5999999999999999,4857.6524939936735
5,systems,2B,5,7,0.5511111111111111,6195.560079441862
6,systems,2B,5,8,0.4666666666666666,8310.656141452551
7,systems,2B,5,9,0.6422222222222221,9507.692633150742
8,systems,2B,5,10,0.5977777777777777,10959.234495942681
9,systems,2B,5,11,0.5088888888888888,12775.73290170337
10,systems,2B,5,12,0.42444444444444446,14611.362166839059
11,systems,2B,5,13,0.42666666666666664,16272.413306974748
12,systems,2B,5,14,0.4644444444444445,18162.609954922937
13,systems,2B,5,15,0.4444444444444445,19951.433555996126
14,systems,2B,5,16,0.42666666666666664,21723.413407069314
15,systems,2B,5,17,0.42666666666666664,23415.365914392503
16,systems,2B,5,18,0.4444444444444445,25217.33404671569
17,systems,2B,5,19,0.40444444444444444,27108.35100716388
18,systems,2B,5,20,0.4488888888888889,28982.313280112066
0,energy_loads,2B,5,2,0.9377777777777776,305.87286685565925
1,energy_loads,2B,5,3,0.9155555555555555,277.1593580626154
2,energy_loads,2B,5,4,0.8933333333333333,283.2975872456458
3,energy_loads,2B,5,5,0.8533333333333333,204.52168907882265
4,energy_loads,2B,5,6,0.8311111111111111,152.57817311414794
5,energy_loads,2B,5,7,0.8311111111111111,202.8825972129498
6,energy_loads,2B,5,8,0.6422222222222221,2.453592356673539
7,energy_loads,2B,5,9,0.6422222222222221,64.30626474649102
8,energy_loads,2B,5,10,0.5533333333333333,98.36462561287101
9,energy_loads,2B,5,11,0.5555555555555556,290.420300932376
10,energy_loads,2B,5,12,0.48888888888888893,305.0105831854746
11,energy_loads,2B,5,13,0.48888888888888893,369.59463985263596
12,energy_loads,2B,5,14,0.48888888888888893,295.58012474245334
13,energy_loads,2B,5,15,0.48888888888888893,358.33111256195843
14,energy_loads,2B,5,16,0.5111111111111111,416.5437703033383
15,energy_loads,2B,5,17,0.5111111111111111,453.06679181424965
16,energy_loads,2B,5,18,0.3844444444444444,503.409698579067
17,energy_loads,2B,5,19,0.3866666666666666,566.4347342501344
18,energy_loads,2B,5,20,0.3866666666666666,622.2933270501082
0,construction,2B,6,2,0.7268130745658836,-13494.359026694925
1,construction,2B,6,3,0.8171348314606742,-5551.1997629698635
2,construction,2B,6,4,0.7832992849846783,-1460.1127648698039
3,construction,2B,6,5,0.6410112359550563,951.7300926052558
4,construction,2B,6,6,0.7156537282941777,1221.8991219553172
5,construction,2B,6,7,0.6322522982635342,1870.6013544303787
6,construction,2B,6,8,0.7222931562819204,3219.5828837804365
7,construction,2B,6,9,0.7109805924412667,5816.818319380502
8,construction,2B,6,10,0.6950715015321757,8790.32133310556
9,construction,2B,6,11,0.6185903983656792,11357.629034330617
10,construction,2B,6,12,0.6026813074565884,12629.153532430682
11,construction,2B,6,13,0.5190755873340143,13676.65849928074
12,construction,2B,6,14,0.5213483146067415,17549.085341130798
13,construction,2B,6,15,0.49213483146067416,20218.324682980863
14,construction,2B,6,16,0.47400408580183867,22012.50933733092
15,construction,2B,6,17,0.42885597548518894,25032.13539793098
16,construction,2B,6,18,0.35426455566905013,25221.027083531037
17,construction,2B,6,19,0.4425944841675179,24408.461737881094
18,construction,2B,6,20,0.38146067415730334,30890.341704731167
0,systems,2B,6,2,0.9954545454545455,-27932.543939844647
1,systems,2B,6,3,0.9932328907048008,-22817.03474988195
2,systems,2B,6,4,0.7924923391215526,-25249.009934919253
3,systems,2B,6,5,0.8194330949948927,-25829.031994956553
4,systems,2B,6,6,0.81938202247191,-20536.171242493852
5,systems,2B,6,7,0.7449182839632278,-18040.46283378116
6,systems,2B,6,8,0.7403472931562819,-16927.83255006846
7,systems,2B,6,9,0.6275280898876404,-16176.706172605758
8,systems,2B,6,10,0.6004596527068438,-13402.970420143065
9,systems,2B,6,11,0.4922880490296221,-9034.469042680365
10,systems,2B,6,12,0.47622574055158323,-1933.1161027176713
11,systems,2B,6,13,0.4536006128702758,-142.15378775497084
12,systems,2B,6,14,0.455949948927477,4404.39446470773
13,systems,2B,6,15,0.49009193054136874,7841.29427967043
14,systems,2B,6,16,0.46496424923391216,12353.03784463313
15,systems,2B,6,17,0.395097037793667,16929.75797209583
16,systems,2B,6,18,0.3837844739530133,20833.18122455853
17,systems,2B,6,19,0.34282431052093976,23134.424789521217
18,systems,2B,6,20,0.3701225740551583,24082.551166983918
0,energy_loads,2B,6,2,0.9932584269662922,5883.5277668218505
1,energy_loads,2B,6,3,0.8691011235955056,3708.2852124615483
2,energy_loads,2B,6,4,0.8216802860061287,4009.481134663746
3,energy_loads,2B,6,5,0.8194075587334014,4001.825738506569
4,energy_loads,2B,6,6,0.6658835546475996,3671.363213443142
5,energy_loads,2B,6,7,0.7246424923391216,3342.2481004890897
6,energy_loads,2B,6,8,0.6727272727272727,851.6610331893345
7,energy_loads,2B,6,9,0.6322522982635342,2197.4983433309853
8,energy_loads,2B,6,10,0.6795709908069458,940.8579007870896
9,energy_loads,2B,6,11,0.6456077630234934,938.1898093174125
10,energy_loads,2B,6,12,0.5485444330949949,788.4686782969541
11,energy_loads,2B,6,13,0.5959397344228805,889.5079842882144
12,energy_loads,2B,6,14,0.5936925434116445,980.6692385216622
13,energy_loads,2B,6,15,0.6027579162410623,894.9030635558913
14,energy_loads,2B,6,16,0.6027579162410623,999.4351063635579
15,energy_loads,2B,6,17,0.5800817160367723,1101.697190675131
16,energy_loads,2B,6,18,0.5688202247191011,1174.4266822132663
17,energy_loads,2B,6,19,0.5507405515832483,1222.5427704310891
18,energy_loads,2B,6,20,0.5507405515832483,1329.980391852037
