,archetype_category,IECC_climate_code,TYPEHUQ,cluster_count,best_prediction_accuracy,bic
10,energy_loads,4B,2.0,12.0,0.3307359307359307,1472.945798908265
11,energy_loads,4B,2.0,13.0,0.33982683982683987,1536.738762638202
12,energy_loads,4B,2.0,14.0,0.3307359307359307,1525.2261233407953
13,energy_loads,4B,2.0,15.0,0.3489177489177489,1587.1209013407517
14,energy_loads,4B,2.0,16.0,0.30259740259740264,1610.5316743663432
15,energy_loads,4B,2.0,17.0,0.31212121212121213,1631.4286801495027
16,energy_loads,4B,2.0,18.0,0.31212121212121213,1682.5434021497035
17,energy_loads,4B,2.0,19.0,0.28354978354978355,1705.0943233381365
18,energy_loads,4B,2.0,20.0,0.27489177489177485,1742.909595417683
0,construction,4B,4.0,2.0,0.8,8.569880173287402
1,construction,4B,4.0,3.0,0.7,240.03394532764605
0,systems,4B,4.0,2.0,1.0,3.3777534763452195
1,systems,4B,4.0,3.0,0.0,321.5870638759827
0,energy_loads,4B,4.0,2.0,0.9,98.35391164240598
1,energy_loads,4B,4.0,3.0,0.0,23.32781088688418
0,construction,4B,5.0,2.0,0.8,-28.722487803514525
1,construction,4B,5.0,3.0,0.0,129.2819998585137
0,systems,4B,5.0,2.0,0.8,-29.118300791795775
1,systems,4B,5.0,3.0,0.0,129.58320835460745
0,energy_loads,4B,5.0,2.0,0.0,-11.869127370177466
1,energy_loads,4B,5.0,3.0,0.0,-13.752267657984646
0,construction,4B,6.0,2.0,0.8317733990147783,1666.7741238722228
1,construction,4B,6.0,3.0,0.8401477832512315,4365.193877654714
2,construction,4B,6.0,4.0,0.7625615763546797,7223.004744718455
3,construction,4B,6.0,5.0,0.566256157635468,8617.054381313446
4,construction,4B,6.0,6.0,0.5103448275862068,9517.085951502188
5,construction,4B,6.0,7.0,0.4059113300492611,10029.423185753429
6,construction,4B,6.0,8.0,0.35615763546798035,12794.93131844217
7,construction,4B,6.0,9.0,0.4059113300492611,15822.237302693411
8,construction,4B,6.0,10.0,0.40591133004926105,16803.758130694652
9,construction,4B,6.0,11.0,0.41896551724137937,19796.543607133397
10,construction,4B,6.0,12.0,0.44679802955665027,22117.331036697135
11,construction,4B,6.0,13.0,0.38497536945812805,24773.40850532338
12,construction,4B,6.0,14.0,0.3921182266009852,27428.536755199617
13,construction,4B,6.0,15.0,0.398768472906404,30516.69723163836
14,construction,4B,6.0,16.0,0.4401477832512316,32922.7961846396
15,construction,4B,6.0,17.0,0.2869458128078818,34667.888301703344
16,construction,4B,6.0,18.0,0.30812807881773396,36541.73432501708
17,construction,4B,6.0,19.0,0.301231527093596,38411.56081708083
18,construction,4B,6.0,20.0,0.2733990147783251,41091.39512164457
0,systems,4B,6.0,2.0,0.8746305418719211,-4794.550843241015
1,systems,4B,6.0,3.0,0.8241379310344827,-3557.286737077644
2,systems,4B,6.0,4.0,0.8187192118226602,-855.9474356017708
3,systems,4B,6.0,5.0,0.6645320197044335,1306.5012408740986
4,systems,4B,6.0,6.0,0.797783251231527,4337.065151724972
5,systems,4B,6.0,7.0,0.6435960591133004,7340.326328200841
6,systems,4B,6.0,8.0,0.7214285714285713,11935.503520301718
7,systems,4B,6.0,9.0,0.6780788177339903,16157.456103027587
8,systems,4B,6.0,10.0,0.6160098522167489,19203.713373253457
9,systems,4B,6.0,11.0,0.6226600985221675,23503.476502854333
10,systems,4B,6.0,12.0,0.5955665024630542,27936.253304330203
11,systems,4B,6.0,13.0,0.5115763546798029,31093.17854330608
12,systems,4B,6.0,14.0,0.5248768472906404,35414.16628228195
13,systems,4B,6.0,15.0,0.5317733990147783,39747.657927507826
14,systems,4B,6.0,16.0,0.4344827586206897,43134.67496335869
15,systems,4B,6.0,17.0,0.4192118226600985,47087.119733584565
16,systems,4B,6.0,18.0,0.4748768472906404,51855.36333193544
17,systems,4B,6.0,19.0,0.46182266009852213,56012.8081021613
18,systems,4B,6.0,20.0,0.4416256157635468,60666.83880988718
0,energy_loads,4B,6.0,2.0,0.993103448275862,1796.1697450750312
1,energy_loads,4B,6.0,3.0,0.888423645320197,1447.0454881698643
2,energy_loads,4B,6.0,4.0,0.7073891625615764,1480.2402009912598
3,energy_loads,4B,6.0,5.0,0.6435960591133005,1490.332740961093
4,energy_loads,4B,6.0,6.0,0.6362068965517242,1487.652575852801
5,energy_loads,4B,6.0,7.0,0.6152709359605911,1604.8005967796653
6,energy_loads,4B,6.0,8.0,0.6083743842364532,1612.164315948717
7,energy_loads,4B,6.0,9.0,0.43423645320197046,1685.1491899029252
8,energy_loads,4B,6.0,10.0,0.41330049261083746,1751.2401429586955
9,energy_loads,4B,6.0,11.0,0.37758620689655176,1788.1115525574348
10,energy_loads,4B,6.0,12.0,0.36379310344827587,1835.012197996018
11,energy_loads,4B,6.0,13.0,0.3982758620689655,1874.6615616963197
12,energy_loads,4B,6.0,14.0,0.329064039408867,1932.0443238341215
13,energy_loads,4B,6.0,15.0,0.23866995073891623,1982.7775193215327
14,energy_loads,4B,6.0,16.0,0.2512315270935961,2009.177462855819
15,energy_loads,4B,6.0,17.0,0.2241379310344828,2086.1832108334643
16,energy_loads,4B,6.0,18.0,0.2312807881773399,2047.8351074927505
17,energy_loads,4B,6.0,19.0,0.2312807881773399,2115.4713638932476
18,energy_loads,4B,6.0,20.0,0.23719211822660097,2169.106475884565
